tenure,monthly_charges,total_charges,senior_citizen,dependents,tech_support,online_security,num_services,contract,internet_service,payment_method,churn
31,81.45,2536.83,0,1,1,1,4,One year,No,Electronic check,0
58,109.25,6275.96,0,0,1,0,4,Month-to-month,Fiber optic,Bank transfer,1
61,27.86,1652.54,0,1,1,0,6,One year,No,Credit card,0
24,53.09,1246.84,1,0,1,1,7,Month-to-month,Fiber optic,Electronic check,1
20,44.83,882.49,0,0,0,0,6,Month-to-month,DSL,Mailed check,1
37,118.8,4448.14,0,0,0,1,3,Two year,No,Credit card,0
4,58.94,177.61,0,0,1,0,3,Month-to-month,Fiber optic,Credit card,0
20,93.26,1847.33,0,0,1,0,5,Two year,DSL,Bank transfer,0
60,88.47,5355.85,0,1,1,0,2,One year,DSL,Electronic check,0
24,41.21,974.05,0,0,1,1,1,One year,DSL,Bank transfer,0
50,43.9,2218.02,0,0,1,1,1,Two year,Fiber optic,Bank transfer,0
49,48.13,2351.39,0,0,0,1,4,Two year,Fiber optic,Bank transfer,0
51,61.11,3129.45,0,0,1,0,7,One year,DSL,Credit card,0
36,43.43,1552.06,0,0,0,1,7,One year,No,Electronic check,0
66,21.97,1483.37,0,0,1,1,7,Month-to-month,DSL,Electronic check,1
34,107.94,3592.71,0,0,1,0,3,Month-to-month,No,Bank transfer,1
36,116.56,4177.99,1,0,1,1,5,Month-to-month,Fiber optic,Credit card,0
6,54.16,339.79,0,0,0,1,7,Month-to-month,Fiber optic,Mailed check,0
39,53.85,2126.83,0,0,0,0,4,Two year,Fiber optic,Credit card,0
42,20.71,944.47,0,0,0,0,4,Month-to-month,Fiber optic,Credit card,0
58,88.03,5086.19,0,0,1,1,5,Month-to-month,No,Credit card,0
12,102.54,1304.45,1,0,0,0,5,One year,DSL,Credit card,0
3,34.66,71.03,0,1,0,1,6,Month-to-month,No,Credit card,0
18,35.97,713.89,0,1,1,1,2,Month-to-month,Fiber optic,Credit card,0
40,99.01,4001.27,0,1,0,0,7,One year,Fiber optic,Bank transfer,0
21,81.63,1668.56,1,0,0,0,5,One year,Fiber optic,Electronic check,1
15,24.49,382.7,1,0,1,1,5,One year,DSL,Electronic check,1
26,82.25,2135.94,1,1,1,0,8,Month-to-month,Fiber optic,Electronic check,0
8,50.89,438.4,0,0,1,0,4,Month-to-month,No,Electronic check,1
42,56.87,2377.38,0,0,1,0,4,One year,DSL,Electronic check,0
44,96.97,4251.32,0,1,0,1,1,Month-to-month,Fiber optic,Credit card,0
14,101.09,1483.71,0,0,0,1,6,One year,Fiber optic,Bank transfer,0
2,60.04,115.14,0,0,0,1,1,Two year,Fiber optic,Electronic check,1
37,114.72,4285.96,0,1,0,1,1,Month-to-month,DSL,Credit card,0
69,60.65,4173.58,0,1,1,0,5,Month-to-month,Fiber optic,Mailed check,0
38,97.18,3776.17,0,1,0,1,2,Month-to-month,No,Electronic check,0
41,68.39,2770.07,1,0,1,1,4,One year,DSL,Credit card,0
62,109.75,6773.79,0,1,1,1,3,Month-to-month,Fiber optic,Electronic check,1
60,110.78,6723.03,0,1,0,1,7,Month-to-month,Fiber optic,Bank transfer,0
14,28.74,380.11,0,1,0,1,7,Two year,Fiber optic,Electronic check,1
2,113.65,307.35,0,1,0,1,2,Month-to-month,Fiber optic,Mailed check,1
70,102.55,7223.09,0,0,0,1,6,Month-to-month,Fiber optic,Credit card,1
17,99.13,1677.48,1,0,1,0,7,One year,DSL,Electronic check,0
28,40.09,1031.86,0,1,1,1,3,Month-to-month,No,Credit card,0
66,100.51,6632.69,1,0,1,1,6,One year,No,Electronic check,0
35,105.01,3680.43,1,0,1,1,7,One year,DSL,Mailed check,0
5,48.92,302.96,0,1,0,0,5,Month-to-month,Fiber optic,Credit card,1
65,115.23,7569.37,1,0,1,1,8,Two year,Fiber optic,Credit card,0
40,24.99,965.35,1,0,1,0,6,Month-to-month,No,Electronic check,0
56,34.99,1999.5,1,0,0,0,8,Two year,No,Electronic check,0
36,73.76,2693.63,1,0,1,1,7,Month-to-month,No,Bank transfer,0
45,77.58,3544.77,0,0,0,1,3,Month-to-month,DSL,Electronic check,0
23,84.52,1968.89,0,1,1,1,6,Month-to-month,No,Mailed check,0
47,21.7,922.78,0,0,1,0,6,Month-to-month,No,Credit card,0
31,116.04,3589.47,1,0,1,1,1,One year,Fiber optic,Mailed check,1
11,24.46,211.27,0,1,1,0,6,One year,Fiber optic,Electronic check,0
10,34.31,332.97,0,0,1,0,4,One year,Fiber optic,Mailed check,0
67,21.4,1482.8,0,0,1,0,2,Month-to-month,Fiber optic,Credit card,0
14,76.69,1088.92,0,1,1,0,1,Month-to-month,DSL,Bank transfer,0
10,113.23,1189.7,0,0,0,1,4,One year,DSL,Bank transfer,0
1,86.59,103.68,0,1,0,0,7,Month-to-month,DSL,Electronic check,1
5,102.27,446.43,0,1,1,0,6,One year,Fiber optic,Electronic check,0
20,21.33,300.56,0,1,0,1,7,One year,DSL,Electronic check,0
8,74.2,601.04,0,0,0,1,1,Month-to-month,Fiber optic,Mailed check,0
43,65.96,2825.58,0,0,0,0,2,One year,DSL,Electronic check,1
1,69.9,21.05,0,0,0,0,5,One year,No,Mailed check,0
57,27.22,1466.51,0,1,0,1,3,One year,No,Bank transfer,0
64,88.44,5623.42,0,1,0,0,8,Month-to-month,No,Bank transfer,1
28,70.32,1959.24,0,1,0,0,5,Month-to-month,Fiber optic,Electronic check,0
37,96.51,3604.16,0,0,0,0,6,Month-to-month,DSL,Bank transfer,0
47,68.53,3230.34,0,0,0,1,6,Month-to-month,Fiber optic,Bank transfer,0
37,34.94,1373.18,0,0,1,1,7,Month-to-month,DSL,Electronic check,0
49,84.83,4104.89,0,0,1,1,3,Two year,No,Electronic check,0
44,37.24,1682.61,1,1,1,1,3,One year,DSL,Bank transfer,0
56,107.24,6007.8,1,0,1,1,7,One year,Fiber optic,Mailed check,0
28,81.31,2311.41,0,0,0,0,6,Month-to-month,Fiber optic,Electronic check,1
6,35.72,192.49,0,1,1,1,2,Two year,No,Electronic check,0
61,116.23,7143.61,0,0,1,1,2,Month-to-month,Fiber optic,Electronic check,1
20,71.84,1451.56,0,1,0,1,5,One year,Fiber optic,Credit card,1
2,27.29,20.61,0,0,0,0,4,Two year,Fiber optic,Bank transfer,0
37,82.68,3058.56,0,1,1,0,8,One year,Fiber optic,Mailed check,0
20,45.32,894.42,0,0,0,1,4,Two year,DSL,Credit card,0
26,100.37,2634.08,0,0,1,0,5,One year,No,Bank transfer,0
29,101.78,2892.63,1,0,1,0,7,Month-to-month,Fiber optic,Bank transfer,0
1,117.89,116.42,0,1,0,0,3,Month-to-month,DSL,Electronic check,1
35,70.19,2476.42,0,0,0,0,7,Month-to-month,No,Bank transfer,0
70,65.5,4586.65,1,0,1,0,2,Month-to-month,Fiber optic,Electronic check,1
59,95.35,5693.0,0,1,0,0,5,One year,No,Mailed check,1
69,33.25,2332.95,1,0,1,1,4,Month-to-month,No,Electronic check,1
33,74.69,2464.4,0,1,0,0,3,Two year,No,Electronic check,0
51,74.62,3816.45,0,0,1,1,4,Month-to-month,DSL,Electronic check,0
12,28.95,362.18,0,0,0,0,3,Month-to-month,DSL,Mailed check,0
20,61.8,1256.16,0,0,1,0,4,Two year,No,Credit card,0
53,105.33,5491.21,0,0,0,1,6,Month-to-month,No,Mailed check,0
43,105.62,4526.58,0,0,0,1,1,One year,Fiber optic,Credit card,0
50,29.92,1421.78,0,0,1,1,3,One year,Fiber optic,Bank transfer,0
29,29.07,906.94,0,0,0,0,3,Month-to-month,DSL,Mailed check,0
57,46.27,2634.35,0,0,0,0,7,Month-to-month,No,Electronic check,0
39,107.48,4182.05,0,0,0,1,3,Month-to-month,DSL,Credit card,0
56,32.89,1886.68,0,0,0,0,1,One year,DSL,Electronic check,0
43,92.0,3977.12,1,0,1,1,1,One year,Fiber optic,Bank transfer,0
50,30.12,1449.57,0,1,1,1,7,Month-to-month,DSL,Bank transfer,0
23,82.31,1889.58,1,0,0,1,4,One year,No,Mailed check,0
44,55.61,2430.08,0,0,0,1,2,Month-to-month,DSL,Electronic check,0
38,98.89,3670.59,0,0,0,0,7,One year,DSL,Mailed check,0
23,43.37,963.0,0,1,1,0,6,Two year,Fiber optic,Credit card,0
45,83.92,3767.22,0,0,1,1,4,Two year,Fiber optic,Credit card,0
52,43.57,2259.89,0,0,1,1,3,One year,DSL,Credit card,0
50,91.37,4494.39,0,1,1,0,3,Month-to-month,Fiber optic,Electronic check,0
8,107.37,916.54,0,0,1,0,6,Two year,Fiber optic,Mailed check,0
1,32.68,27.57,0,0,0,0,7,Month-to-month,No,Electronic check,0
8,106.66,855.16,0,1,0,1,4,One year,DSL,Credit card,0
29,79.36,2321.47,0,0,0,0,5,Month-to-month,No,Electronic check,1
5,32.71,124.15,0,0,0,1,2,Two year,Fiber optic,Mailed check,0
47,62.75,2972.07,0,0,1,1,1,One year,DSL,Credit card,0
34,36.09,1208.71,0,0,1,1,2,One year,DSL,Mailed check,0
65,90.03,5807.12,0,0,1,1,5,Month-to-month,Fiber optic,Mailed check,0
55,95.89,5302.62,0,0,0,0,4,One year,DSL,Electronic check,0
43,30.58,1389.52,0,0,1,0,8,One year,DSL,Mailed check,0
30,70.61,2154.54,1,0,0,1,7,One year,DSL,Credit card,0
17,101.46,1770.97,0,1,0,1,4,Month-to-month,Fiber optic,Mailed check,1
26,113.62,2928.09,0,1,1,0,8,Month-to-month,Fiber optic,Electronic check,1
8,71.35,490.92,0,0,0,1,3,Month-to-month,DSL,Electronic check,0
47,115.03,5480.92,0,0,0,0,6,Month-to-month,Fiber optic,Electronic check,0
72,73.57,5399.77,1,0,1,0,8,Month-to-month,No,Bank transfer,0
46,59.42,2810.46,0,0,1,1,4,Month-to-month,DSL,Electronic check,1
68,104.82,7110.97,0,1,0,1,5,Month-to-month,No,Bank transfer,0
33,69.3,2229.17,1,1,1,0,4,Month-to-month,Fiber optic,Mailed check,1
1,67.19,13.91,1,0,1,0,7,Month-to-month,No,Bank transfer,0
19,69.03,1227.38,0,0,0,0,4,Two year,DSL,Electronic check,1
31,104.68,3239.71,0,1,0,1,5,Month-to-month,No,Bank transfer,0
14,103.19,1524.94,0,1,1,1,8,Month-to-month,Fiber optic,Mailed check,0
53,60.35,3191.47,0,0,0,0,1,Month-to-month,Fiber optic,Mailed check,0
48,53.33,2574.96,0,0,0,1,8,One year,Fiber optic,Credit card,0
69,69.19,4842.89,0,0,1,0,2,Two year,DSL,Electronic check,0
62,77.28,4771.16,0,1,1,1,7,Month-to-month,No,Mailed check,0
66,43.83,2994.56,0,0,0,1,4,Month-to-month,Fiber optic,Electronic check,1
64,99.4,6461.2,1,1,0,1,2,Two year,DSL,Mailed check,0
70,68.65,4798.94,0,0,1,1,2,Month-to-month,DSL,Mailed check,0
63,53.4,3335.32,1,1,0,1,3,Month-to-month,DSL,Electronic check,0
33,30.68,1047.3,0,0,1,0,1,Month-to-month,Fiber optic,Bank transfer,1
41,43.88,1781.7,0,0,1,1,2,Month-to-month,Fiber optic,Bank transfer,0
48,114.93,5458.81,1,0,0,0,3,Two year,Fiber optic,Bank transfer,0
13,50.51,720.69,0,0,1,1,8,Month-to-month,DSL,Electronic check,1
31,36.89,1204.41,0,0,1,1,5,Two year,Fiber optic,Electronic check,0
68,66.07,4500.54,0,0,0,1,5,Two year,Fiber optic,Bank transfer,0
4,50.71,139.7,0,0,0,0,5,One year,DSL,Electronic check,0
19,23.52,385.4,0,0,0,1,6,Month-to-month,DSL,Bank transfer,0
70,52.31,3667.06,0,0,0,1,6,Month-to-month,DSL,Electronic check,0
13,74.41,942.34,0,0,0,0,7,Month-to-month,No,Electronic check,0
23,75.17,1711.86,0,0,0,1,5,Month-to-month,Fiber optic,Credit card,0
1,55.66,106.76,1,0,0,0,5,One year,No,Bank transfer,0
54,64.73,3532.08,1,0,0,0,3,Month-to-month,DSL,Bank transfer,0
71,116.55,8343.96,0,0,0,1,8,Two year,No,Credit card,0
15,57.73,816.42,0,0,0,0,1,Month-to-month,Fiber optic,Bank transfer,0
65,45.82,2961.14,0,0,0,1,1,One year,Fiber optic,Mailed check,0
71,44.35,3186.8,0,0,0,1,3,Two year,DSL,Credit card,0
15,65.78,1009.1,0,0,1,0,3,Month-to-month,Fiber optic,Bank transfer,0
21,95.95,2091.57,1,0,0,1,6,Month-to-month,No,Bank transfer,0
19,40.6,792.43,0,0,1,0,4,Month-to-month,DSL,Mailed check,1
60,90.93,5548.21,0,1,0,0,2,Month-to-month,DSL,Credit card,0
33,22.11,756.63,0,0,1,1,6,Month-to-month,Fiber optic,Electronic check,1
49,61.89,3085.72,0,0,0,1,7,Month-to-month,No,Electronic check,0
35,97.59,3399.47,0,0,1,0,6,Month-to-month,Fiber optic,Electronic check,1
44,53.87,2370.99,0,1,0,0,8,Two year,DSL,Electronic check,0
11,76.37,885.62,0,0,1,0,5,Month-to-month,Fiber optic,Electronic check,0
72,40.5,2996.65,0,1,0,1,6,Month-to-month,Fiber optic,Credit card,0
66,94.2,6253.66,0,1,0,0,6,Month-to-month,No,Bank transfer,0
46,25.23,1156.42,0,1,0,0,2,Month-to-month,Fiber optic,Electronic check,0
9,105.25,1016.12,0,1,1,1,8,Month-to-month,Fiber optic,Bank transfer,0
3,39.82,9.86,0,0,1,0,4,Two year,DSL,Mailed check,0
26,107.44,2722.33,1,0,0,0,8,Month-to-month,No,Mailed check,0
72,55.25,4012.08,0,1,1,0,7,Month-to-month,Fiber optic,Mailed check,0
48,92.27,4429.67,0,1,1,1,1,Month-to-month,No,Credit card,1
66,51.92,3457.0,0,0,1,0,7,Month-to-month,Fiber optic,Electronic check,1
70,110.59,7744.52,0,0,1,0,5,Month-to-month,No,Electronic check,0
28,32.66,943.03,0,1,0,1,6,One year,No,Electronic check,1
26,37.85,943.38,0,0,0,1,8,Month-to-month,DSL,Bank transfer,1
25,69.3,1761.02,0,0,1,0,8,Month-to-month,No,Bank transfer,0
12,28.19,388.0,0,0,0,1,8,One year,DSL,Electronic check,0
5,39.6,259.03,0,0,1,0,6,Month-to-month,Fiber optic,Electronic check,0
48,114.38,5590.92,0,0,1,1,1,Month-to-month,No,Bank transfer,0
37,117.65,4365.25,0,1,1,0,3,Two year,DSL,Bank transfer,0
44,57.63,2549.42,0,0,0,0,7,Month-to-month,Fiber optic,Mailed check,0
15,112.33,1608.79,0,1,0,1,2,One year,Fiber optic,Credit card,1
43,74.48,3176.07,0,1,0,1,1,Month-to-month,Fiber optic,Credit card,0
48,46.97,2244.91,0,1,1,0,4,Month-to-month,No,Electronic check,1
70,90.24,6369.32,0,1,0,0,1,Month-to-month,Fiber optic,Bank transfer,1
46,85.89,3920.39,0,0,0,1,5,Month-to-month,No,Electronic check,1
43,118.91,5152.95,0,0,0,0,8,Month-to-month,DSL,Bank transfer,0
21,46.5,976.42,0,1,0,1,5,Month-to-month,DSL,Mailed check,0
23,87.21,1996.97,0,0,0,0,2,Two year,Fiber optic,Electronic check,1
47,25.2,1196.84,0,0,0,1,3,One year,Fiber optic,Bank transfer,0
15,31.36,450.84,0,0,0,0,6,Month-to-month,DSL,Credit card,0
25,20.39,488.3,0,0,1,0,5,One year,Fiber optic,Electronic check,0
36,119.95,4232.96,1,1,1,1,4,Two year,Fiber optic,Electronic check,0
51,100.23,5099.33,0,0,1,0,7,One year,No,Electronic check,0
15,98.67,1456.05,1,1,0,1,2,Month-to-month,DSL,Bank transfer,1
68,70.97,4800.16,0,0,1,0,5,Two year,Fiber optic,Credit card,0
21,50.01,1071.05,0,0,1,0,4,Month-to-month,Fiber optic,Mailed check,0
13,35.13,489.62,0,0,1,1,6,Month-to-month,No,Bank transfer,0
19,48.47,932.54,0,1,0,0,1,Month-to-month,Fiber optic,Credit card,1
34,57.6,2008.17,0,0,1,0,8,Two year,No,Mailed check,0
68,95.63,6531.62,0,1,0,0,6,Two year,No,Bank transfer,0
52,73.97,3831.69,0,1,0,0,4,Two year,Fiber optic,Mailed check,0
27,27.75,726.11,1,0,0,0,6,Month-to-month,DSL,Credit card,0
29,21.8,647.84,0,1,1,0,2,Two year,No,Electronic check,0
28,30.23,875.13,0,0,1,0,5,Month-to-month,Fiber optic,Electronic check,1
35,61.05,2206.64,0,0,0,1,3,Month-to-month,Fiber optic,Electronic check,1
8,113.32,966.12,0,0,1,0,3,Month-to-month,Fiber optic,Credit card,0
16,83.74,1312.77,0,0,0,1,8,Month-to-month,No,Mailed check,0
36,100.18,3601.38,0,0,0,1,4,One year,No,Mailed check,0
30,66.64,2032.75,0,0,0,0,4,Month-to-month,No,Credit card,0
18,56.17,1064.46,0,1,1,0,8,Two year,DSL,Credit card,0
2,30.84,108.63,0,0,0,0,4,Month-to-month,Fiber optic,Credit card,1
49,107.59,5268.72,0,0,0,1,5,Month-to-month,DSL,Electronic check,1
4,98.32,330.58,0,0,1,1,8,Two year,DSL,Credit card,0
7,36.81,207.72,0,0,1,1,3,Month-to-month,No,Electronic check,1
39,71.23,2791.6,1,0,0,1,3,One year,Fiber optic,Electronic check,0
13,68.74,910.73,0,0,1,0,2,One year,Fiber optic,Mailed check,0
31,82.51,2502.88,0,1,0,1,2,Month-to-month,Fiber optic,Mailed check,1
71,114.62,8140.25,0,0,1,0,1,One year,No,Electronic check,0
63,77.98,4944.3,0,0,0,1,5,Month-to-month,DSL,Mailed check,0
56,74.02,4087.56,0,0,0,0,4,Two year,DSL,Credit card,0
42,25.03,1106.51,0,0,0,0,2,Month-to-month,Fiber optic,Mailed check,0
61,26.29,1584.81,0,1,0,1,1,Month-to-month,Fiber optic,Mailed check,0
42,38.73,1689.54,0,1,0,1,1,Month-to-month,No,Electronic check,0
56,23.25,1275.33,0,1,1,1,3,Month-to-month,No,Credit card,0
36,94.34,3344.91,0,0,1,0,5,One year,Fiber optic,Electronic check,0
68,92.33,6255.53,0,0,1,1,5,Two year,No,Mailed check,0
7,33.61,230.51,0,0,1,1,6,One year,Fiber optic,Electronic check,0
54,103.61,5575.52,0,0,0,0,4,Month-to-month,No,Credit card,0
1,35.48,24.68,0,0,1,0,8,Two year,DSL,Electronic check,0
44,50.12,2221.98,0,0,0,1,5,Month-to-month,Fiber optic,Mailed check,0
45,44.9,2011.94,0,0,1,1,6,One year,Fiber optic,Mailed check,0
47,57.23,2686.5,0,0,1,1,8,One year,DSL,Credit card,0
13,45.47,505.65,0,0,0,1,4,Month-to-month,DSL,Electronic check,0
22,68.9,1535.38,0,1,0,0,5,Two year,Fiber optic,Bank transfer,0
21,60.74,1271.08,0,0,0,1,8,Month-to-month,Fiber optic,Electronic check,1
9,118.66,1148.45,1,0,0,0,8,One year,DSL,Credit card,0
26,25.59,618.36,0,0,1,0,3,One year,Fiber optic,Bank transfer,0
9,34.22,217.57,0,0,1,0,6,Two year,Fiber optic,Bank transfer,0
15,25.28,410.1,0,0,0,1,1,Two year,Fiber optic,Mailed check,0
10,82.58,843.13,0,0,0,0,5,Month-to-month,Fiber optic,Mailed check,0
42,25.45,1018.48,0,0,0,1,7,One year,DSL,Electronic check,0
72,103.64,7385.59,0,0,1,1,5,Month-to-month,Fiber optic,Bank transfer,0
24,71.19,1785.43,0,0,1,1,3,Month-to-month,No,Credit card,0
49,72.7,3633.01,1,1,1,0,2,Two year,Fiber optic,Mailed check,0
26,76.16,1855.79,0,0,1,0,4,Two year,Fiber optic,Credit card,0
37,37.08,1349.05,0,0,1,0,8,Two year,Fiber optic,Electronic check,0
68,39.77,2787.57,0,0,0,1,2,Month-to-month,DSL,Credit card,1
50,51.88,2570.2,0,0,1,0,1,Two year,Fiber optic,Mailed check,0
24,79.35,1879.87,1,0,1,1,2,Two year,No,Mailed check,0
19,41.01,765.05,1,0,0,1,8,Month-to-month,DSL,Mailed check,1
60,31.63,1841.76,0,1,0,1,7,Month-to-month,No,Bank transfer,0
39,117.01,4478.15,0,0,1,0,7,One year,DSL,Bank transfer,0
18,22.2,452.23,0,0,0,1,1,One year,Fiber optic,Mailed check,0
19,100.27,1812.98,0,0,1,0,4,Two year,No,Mailed check,0
36,98.8,3569.16,0,0,1,0,3,Month-to-month,No,Electronic check,1
55,49.72,2778.93,0,1,1,1,7,One year,No,Electronic check,0
69,33.56,2243.08,0,0,1,0,7,One year,No,Mailed check,0
47,34.56,1578.11,0,0,1,1,1,Month-to-month,Fiber optic,Mailed check,0
49,89.74,4457.92,0,1,0,0,4,Two year,Fiber optic,Mailed check,0
33,84.28,2807.88,0,1,0,0,6,Month-to-month,Fiber optic,Bank transfer,0
21,98.27,2032.81,0,0,0,0,3,Month-to-month,Fiber optic,Bank transfer,0
22,113.75,2562.61,0,0,1,1,2,Month-to-month,Fiber optic,Electronic check,0
48,89.19,4341.45,0,1,1,1,2,Month-to-month,Fiber optic,Bank transfer,1
37,35.59,1330.28,0,1,0,0,1,One year,Fiber optic,Electronic check,0
15,44.34,620.09,0,0,1,0,5,Two year,No,Bank transfer,0
35,104.22,3627.03,1,0,1,1,6,Month-to-month,Fiber optic,Electronic check,1
71,40.93,2920.35,0,0,1,1,5,Month-to-month,DSL,Bank transfer,0
32,27.25,862.57,0,0,0,1,6,Month-to-month,Fiber optic,Mailed check,0
11,90.33,1040.58,0,0,1,1,3,One year,Fiber optic,Mailed check,0
10,60.25,526.01,0,0,1,0,8,Two year,Fiber optic,Bank transfer,0
57,112.0,6309.29,0,0,0,1,2,One year,No,Electronic check,0
25,85.03,2134.79,1,0,0,1,4,One year,Fiber optic,Electronic check,0
2,29.04,33.5,1,0,0,0,6,One year,No,Bank transfer,0
64,114.79,7315.21,0,0,0,1,3,Month-to-month,Fiber optic,Credit card,0
35,45.86,1516.7,1,1,0,1,1,One year,Fiber optic,Mailed check,0
7,53.72,377.02,0,1,1,1,6,One year,Fiber optic,Electronic check,0
18,60.23,1081.5,0,1,1,0,1,One year,DSL,Mailed check,0
67,25.12,1715.71,0,0,1,0,3,Two year,DSL,Bank transfer,0
42,69.65,2928.75,0,0,0,0,4,One year,DSL,Mailed check,0
39,32.33,1254.24,1,1,1,0,2,One year,Fiber optic,Credit card,0
41,60.1,2522.95,0,1,1,1,2,Two year,DSL,Mailed check,0
24,55.07,1256.06,1,1,0,0,4,Two year,No,Electronic check,0
60,97.28,5863.62,0,0,1,1,2,One year,Fiber optic,Electronic check,0
46,100.32,4531.16,0,0,1,0,6,Month-to-month,Fiber optic,Mailed check,0
19,35.34,629.54,0,1,0,1,8,Month-to-month,DSL,Bank transfer,0
68,56.66,3792.25,0,1,1,0,5,One year,DSL,Electronic check,0
42,57.34,2447.38,0,1,1,0,5,Month-to-month,DSL,Credit card,0
32,35.14,1121.21,0,0,1,0,4,Month-to-month,Fiber optic,Electronic check,0
39,99.85,3893.47,0,0,1,1,7,Month-to-month,Fiber optic,Mailed check,1
36,90.72,3210.58,0,0,1,1,8,One year,Fiber optic,Electronic check,0
36,39.04,1390.46,0,1,1,0,8,Month-to-month,Fiber optic,Credit card,0
3,56.67,131.84,0,1,1,0,5,Month-to-month,Fiber optic,Bank transfer,0
8,30.58,263.81,0,0,1,1,6,Month-to-month,DSL,Electronic check,1
70,82.82,5747.85,0,0,1,1,3,One year,Fiber optic,Credit card,0
41,32.14,1384.23,0,0,1,0,2,Month-to-month,Fiber optic,Electronic check,1
68,118.59,7980.34,0,0,0,0,6,Month-to-month,Fiber optic,Bank transfer,0
13,98.07,1234.58,0,0,1,0,3,One year,DSL,Credit card,0
49,59.02,2975.84,1,1,0,0,4,One year,Fiber optic,Bank transfer,0
60,77.86,4649.84,1,1,1,0,8,Month-to-month,DSL,Credit card,0
2,111.13,156.52,0,0,0,1,6,One year,No,Credit card,0
60,75.41,4535.55,0,0,0,1,6,Month-to-month,Fiber optic,Credit card,0
5,37.45,163.48,0,0,0,0,7,One year,No,Electronic check,0
44,57.87,2504.49,1,0,1,1,5,Month-to-month,Fiber optic,Electronic check,1
27,104.31,2761.58,0,1,1,1,3,Month-to-month,DSL,Bank transfer,1
32,84.42,2839.86,0,1,1,1,3,One year,Fiber optic,Bank transfer,0
21,85.07,1773.89,1,0,1,1,7,One year,DSL,Mailed check,0
8,106.68,757.16,1,0,1,1,1,Month-to-month,No,Electronic check,1
72,109.4,7951.49,0,0,0,1,8,Month-to-month,No,Credit card,0
50,111.98,5629.55,0,0,1,1,3,Two year,Fiber optic,Credit card,0
67,29.48,1936.84,0,0,1,0,5,One year,Fiber optic,Mailed check,0
44,74.41,3227.38,0,0,1,0,2,Month-to-month,Fiber optic,Electronic check,1
58,94.05,5488.57,0,1,0,1,7,One year,No,Electronic check,0
3,95.69,274.72,0,0,1,1,2,Month-to-month,DSL,Electronic check,0
70,80.67,5550.6,0,1,0,0,2,Month-to-month,Fiber optic,Bank transfer,0
2,36.68,162.72,1,0,0,1,5,Month-to-month,Fiber optic,Credit card,0
44,99.74,4366.86,0,1,0,0,2,Month-to-month,No,Electronic check,1
2,92.01,258.8,0,1,0,0,6,Month-to-month,No,Mailed check,0
35,28.61,1065.27,0,0,1,1,7,Month-to-month,No,Bank transfer,0
30,66.38,1941.35,0,0,1,1,6,Month-to-month,Fiber optic,Electronic check,1
8,37.4,350.86,1,1,0,1,7,Month-to-month,DSL,Mailed check,1
22,53.75,1149.93,0,0,1,0,2,Month-to-month,Fiber optic,Bank transfer,1
44,21.81,866.3,0,0,1,1,4,Month-to-month,Fiber optic,Credit card,0
58,60.03,3460.51,0,1,1,1,4,One year,Fiber optic,Mailed check,0
36,74.99,2719.52,0,0,1,0,1,Month-to-month,DSL,Bank transfer,1
69,81.96,5632.1,0,0,1,0,6,One year,Fiber optic,Electronic check,0
31,86.35,2661.5,1,0,1,0,1,Month-to-month,DSL,Electronic check,1
47,103.63,4927.79,0,0,0,1,3,Month-to-month,No,Electronic check,1
55,41.55,2290.57,0,0,0,1,3,One year,DSL,Mailed check,0
62,32.05,1944.94,0,0,0,1,6,Two year,Fiber optic,Electronic check,0
30,105.15,3189.6,1,1,1,1,6,Month-to-month,DSL,Electronic check,0
55,35.66,1971.18,0,0,1,1,8,Month-to-month,Fiber optic,Bank transfer,0
16,117.48,1753.6,0,0,1,0,7,One year,No,Bank transfer,0
12,104.25,1272.42,0,0,0,0,3,Two year,DSL,Electronic check,1
17,70.09,1211.12,1,1,1,0,7,Two year,DSL,Electronic check,1
16,118.14,1891.25,1,0,1,0,1,Month-to-month,DSL,Mailed check,1
12,29.74,401.47,0,1,1,1,2,Month-to-month,Fiber optic,Electronic check,0
8,50.31,368.86,0,0,0,0,7,One year,Fiber optic,Mailed check,0
3,83.82,268.28,0,0,0,0,3,One year,DSL,Bank transfer,0
16,55.0,801.65,0,0,1,0,2,One year,Fiber optic,Electronic check,1
30,112.84,3405.55,0,0,1,1,2,Two year,DSL,Electronic check,0
23,26.56,708.53,0,0,0,1,1,One year,No,Electronic check,0
5,74.94,324.96,0,1,0,1,8,Month-to-month,No,Electronic check,1
65,79.09,5102.86,0,1,1,1,7,Month-to-month,No,Credit card,0
30,85.27,2522.6,0,0,1,1,4,One year,No,Mailed check,0
21,45.57,963.47,0,0,0,0,6,Month-to-month,Fiber optic,Mailed check,0
70,56.46,3899.05,0,1,1,0,4,Month-to-month,Fiber optic,Bank transfer,0
